# timestamp x y z qx qy qz qw
1769246313.230903	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.233290	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.234736	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.237314	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.238918	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.242870	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.243253	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.245888	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.247231	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.249395	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.253826	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.257343	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.257543	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.260080	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.262447	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.264902	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.265735	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.269033	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.270010	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.272595	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.274428	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.278067	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.279142	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.280474	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.284240	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.284942	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.286908	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.290775	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.292653	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.292725	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.295145	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.297720	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.301151	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
1769246313.301248	-0.549337	-0.202582	0.004575	0.000000	1.000000	-0.000000	0.000000
