Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-1.66558744151121E-17,-0.0104159414126801,0.0200047656957359,0,0,0,0.58117137694643,0.00187979355618849,2.92938722267831E-18,-8.66486024079702E-19,0.00235801610989525,0.000548852531474529,0.00339625329260278,0,0,0,0,0,0,package://120degree_model/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://120degree_model/meshes/base_link.STL,,,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
